COD,LOC,REF,PRC,QTD
1604069,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Micro Macho 5m 16.04.069,57.90,0.00
7899471807859,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Mini Macho 1.4 1m 16.04.010,35.90,12.00
1604073,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Mini Macho 2m 16.04.073,33.90,4.00
1604074,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Mini Macho 3m 16.04.074,31.90,1.00
1604075,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Mini Macho 5m 16.04.075,49.80,2.00
1604051,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Mini Macho com Filtro 10m 16.04.051,79.80,4.00
1604049BG,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Mini Macho com Filtro 2m Bege 16.04.049BG,29.90,8.00
1604049PT,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Mini Macho com Filtro 2m Preto 16.04.049PT,29.90,7.00
1604050,CABO MONTADO / INFO MONITOR,Cabo HDMI Macho X HDMI Mini Macho com Filtro 3m 16.04.050,32.90,10.00
7899576021747,CABO MONTADO / INFO MONITOR,"Cabo HDMI Macho X VGA 1,8m 16.04.076",25.90,0.00
1038001,FIOS E CABOS / INTERFONE,"Cabo Interfone Cor  2x0,50mm 20awg 10.38.001",0.80,0.00
1038002,FIOS E CABOS / INTERFONE,"Cabo Interfone Cor  3x0,50mm 20awg 10.38.002",1.20,0.00
1038006,FIOS E CABOS / INTERFONE,"Cabo Interfone Cor  4x0,50mm 20awg 10.38.006",1.50,0.00
1038003,FIOS E CABOS / INTERFONE,"Cabo Interfone Cor  5x0,50mm 20awg 10.38.003",1.60,0.05
1038004,FIOS E CABOS / INTERFONE,"Cabo Interfone Cor  6x0,50mm 20awg 10.38.004",2.10,10.00
1038005,FIOS E CABOS / INTERFONE,"Cabo Interfone Cor  8x0,50mm 20awg 10.38.005",2.50,18.00
1038007,FIOS E CABOS / INTERFONE,"Cabo Interfone Cor 10x0,50mm 20awg 10.38.007 :JA1",2.90,121.70
7895194121425,CABO MONTADO / INFO USB,"Cabo Ipod X 3 RCA 1,2m 16.09.030 :FB2",19.90,23.00
1514039,CABO MONTADO,Cabo J4+Jack BNC X CAM CFTV 20cm 15.14.039,7.90,30.00
1514038,CABO MONTADO / P4,Cabo J4+Jack RCA X Mini Microfone CFTV 40cm 15.14.038,15.90,46.00
1514042,CABO MONTADO,Cabo Jack J4 x Jack RCA x Conector Camera CFTV 20Cm 15.14.042,7.90,30.00
1026027,FIOS E CABOS / MANGA,Cabo Manga (22)  2 x 22 - 0.30 mm2 10.26.027 ,1.90,11.45
1026038,FIOS E CABOS / MANGA,Cabo Manga (22)  4 x 22 - 0.30 mm2 10.26.038 :HA4,2.80,99.62
1026030,FIOS E CABOS / MANGA,Cabo Manga (22)  6 x 22 - 0.30 mm2 10.26.030,4.90,1.05
1026001,FIOS E CABOS / MANGA,Cabo Manga (24)  2 x 24 - 0.20 mm2 10.26.001,1.40,0.45
1026010,FIOS E CABOS / MANGA,Cabo Manga (24)  3 x 24 - 0.20 mm2 10.26.010 :HA4,1.80,89.35
1026002,FIOS E CABOS / MANGA,Cabo Manga (24)  4 x 24 - 0.20 mm2 10.26.002 ,2.10,1.44
1026016,FIOS E CABOS / MANGA,Cabo Manga (24)  5 x 24 - 0.20 mm2 10.26.016  :HA4,2.50,28.30
1026003,FIOS E CABOS / MANGA,Cabo Manga (24)  6 x 24 - 0.20 mm2 10.26.003,2.90,1.50
1026004,FIOS E CABOS / MANGA,Cabo Manga (24)  8 x 24 - 0.20 mm2 10.26.004,4.50,61.15
1026005,FIOS E CABOS / MANGA,Cabo Manga (24) 10 x 24 - 0.20 mm2 10.26.005 :HA5,4.90,308.00
1026006,FIOS E CABOS / MANGA,Cabo Manga (24) 12 x 24 - 0.20 mm2 10.26.006  :HA5,5.20,198.00
1026037,FIOS E CABOS / MANGA,"Cabo Manga (24BT)  2 x 24 - 0,20 mm2 BT com Terra 10.26.037 :HA6",2.30,170.00
1026009,FIOS E CABOS / MANGA,"Cabo Manga (24BT)  4 x 24 - 0,20 mm2 BT com Terra 10.26.009  :HA6",3.50,76.00
1026022,FIOS E CABOS / MANGA,"Cabo Manga (24BT)  6 x 24 - 0,20 mm2 BT com Terra 10.26.022 :HA6",4.20,111.80
1026018,FIOS E CABOS / MANGA,"Cabo Manga (24BT)  8 x 24 - 0,20 mm2 BT com Terra 10.26.018 :HA6",4.80,111.60
1026019,FIOS E CABOS / MANGA,"Cabo Manga (24BT) 10 x 24 - 0,20 mm2 BT com Terra 10.26.019",5.90,35.90
1026026,FIOS E CABOS / MANGA,Cabo Manga (26)  2 x 26 - 0.14 mm2 Multcabo 10.26.026  :HA4,1.10,458.80
1026034,FIOS E CABOS / MANGA,Cabo Manga (26)  3 x 26 - 0.14 mm2 Multcabo 10.26.034 :HA4,1.35,119.50
1026007,FIOS E CABOS / MANGA,Cabo Manga (26)  4 x 26 - 0.14 mm2 Multcabo 10.26.007 :HA4,1.65,275.73
1026023,FIOS E CABOS / MANGA,"Cabo Manga (26)  5 x 26 - 0,14 mm2 Multcabo 10.26.023  ",1.85,32.40
1026011,FIOS E CABOS / MANGA,Cabo Manga (26)  6 x 26 - 0.14 mm2 Multcabo 10.26.011,2.30,51.45
1026021,FIOS E CABOS / MANGA,Cabo Manga (26)  7 x 26 - 0.14 mm2 Multcabo 10.26.021 :HA5,2.40,151.21
1026012,FIOS E CABOS / MANGA,Cabo Manga (26)  8 x 26 - 0.14 mm2 Multcabo 10.26.012,2.75,43.25
1026013,FIOS E CABOS / MANGA,Cabo Manga (26) 10 x 26 - 0.14 mm2 Multcabo 10.26.013 :HA5,2.95,30.00
1026025,FIOS E CABOS / MANGA,"Cabo Manga (26) 12 x 26 - 0,14 mm2 Multcabo 10.26.025  :HA5",3.85,124.90
1026032,FIOS E CABOS / MANGA,"Cabo Manga (26) 14 x 26 - 0,14 mm2 Multcabo 10.26.032 ",4.70,124.50
1026014,FIOS E CABOS / MANGA,Cabo Manga (26) 16 x 26 - 0.14 mm2 Multcabo 10.26.014 ,5.10,71.85
102604x,FIOS E CABOS / MANGA,Cabo Manga (26) 20 x 26 - 0.14 mm2 Multcabo 10.26.044 :HA5,6.95,100.00
1026043,FIOS E CABOS / MANGA,Cabo Manga (26) 26 x 26 - 0.14 mm2 Multcabo 10.26.043 :HA5,7.95,118.70
1026028,FIOS E CABOS / MANGA,"Cabo Manga (26BT)  2 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.028",2.20,109.30
1026020,FIOS E CABOS / MANGA,"Cabo Manga (26BT)  3 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.020  :HA6",2.40,200.00
1026039,FIOS E CABOS / MANGA,Cabo Manga (26BT)  3 x 26 - 0.14 mm2 BT com Terra Megatron 10.26.039 :HA6,2.10,372.40
1026008,FIOS E CABOS / MANGA,"Cabo Manga (26BT)  4 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.008  :HA6",2.70,191.82
1026040,FIOS E CABOS / MANGA,Cabo Manga (26BT)  4 x 26 - 0.14 mm2 BT com Terra Megatron 10.26.040  :HA6,2.40,293.75
1026029,FIOS E CABOS / MANGA,"Cabo Manga (26BT)  5 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.029  :HA6",3.20,183.20
1026017,FIOS E CABOS / MANGA,"Cabo Manga (26BT)  6 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.017 :HA6",3.90,262.00
1026036,FIOS E CABOS / MANGA,"Cabo Manga (26BT)  7 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.036 :HA6",4.20,138.15
1026033,FIOS E CABOS / MANGA,"Cabo Manga (26BT)  8 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.033 ",4.50,75.10
1026024,FIOS E CABOS / MANGA,"Cabo Manga (26BT) 10 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.024 :HA6",5.20,106.30
1026031,FIOS E CABOS / MANGA,"Cabo Manga (26BT) 12 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.031",6.30,75.95
1026015,FIOS E CABOS / MANGA,"Cabo Manga (26BT) 14 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.015",7.20,55.00
1026035,FIOS E CABOS / MANGA,"Cabo Manga (26BT) 16 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.035",8.20,91.60
1026042,FIOS E CABOS / MANGA,"Cabo Manga (26BT) 20 x 26 - 0,14 mm2 BT com Terra Multcabo 10.26.042  :HA6",9.20,106.90
1026041,FIOS E CABOS / MANGA,"Cabo Manga (28BT)  9 x 28 - 0,08 mm2 BT com Terra Comptronics 10.26.041",2.50,1.50
1516006,CABO MONTADO / SVHS,Cabo Mini DIN 2 pinos Macho X 2 RCA Macho 15.16.006,4.90,1.00
7895194109560,CABO MONTADO / SVHS,Cabo Mini DIN 7 pinos Macho X  3 RCA Femea 20cm 15.16.012,9.90,11.00
1516013,CABO MONTADO / SVHS,"Cabo Mini DIN SVHS + 2 RCA X 1 SVHS + 2 RCA Profissional 1,8m 15.16.013",14.90,8.00
1516014,CABO MONTADO / SVHS,Cabo Mini DIN SVHS Macho + P2ST Macho X 3RCA Macho 2 m 15.16.014,24.90,0.00
7895194069376,CABO MONTADO / SVHS,Cabo Mini DIN SVHS Macho X 1 RCA Macho Dourado 2m 15.16.007,5.90,4.00
1516008,CABO MONTADO / SVHS,Cabo Mini DIN SVHS Macho X 1 RCA Macho Niquelado 2m 15.16.008,5.50,2.00
1516009,CABO MONTADO / SVHS,"Cabo Mini DIN SVHS Macho X DIN SVHS Femea 1,80m 15.16.009",9.90,18.00
7895194069390,CABO MONTADO / SVHS,Cabo Mini DIN SVHS Macho X DIN SVHS Macho  2m Dourado 15.16.002,4.90,0.00
1516003,CABO MONTADO / SVHS,Cabo Mini DIN SVHS Macho X DIN SVHS Macho  5m  15.16.003,9.90,0.00
25152,CONECTOR / ADAPTADOR,"Cabo Mini Display Port x Display Por 1,8mt 4K 144hz MacBook 25.152",58.90,10.00
1604013,CABO MONTADO / INFO MONITOR,Cabo Monitor LCD 2m 16.04.013,49.90,2.00
1018005,FIOS E CABOS / MULTICORE,Cabo Multicores Redondo 10 Vias 10.18.005 :JA1,1.80,195.30
1018004,FIOS E CABOS / MULTICORE,Cabo Multicores Redondo 6 Vias 10.18.004 :JA1,1.40,342.20
1509004,CABO MONTADO / FORCA,Cabo National 1.5m Multcabo 1a Linha 15.09.004 :EB3,5.90,37.00
7898221072974,CABO MONTADO / OTICO,"Cabo Optico Fibra Optica Audio e Video Digital  1,5m TOSLINK+MINI 15.11.004",22.90,1.00
7899471899649,CABO MONTADO / OTICO,Cabo Optico Fibra Optica Audio e Video Digital  2m 15.11.002  :EB4,21.90,42.00
7895194174582,CABO MONTADO / OTICO,Cabo Optico Fibra Optica Audio e Video Digital  2m Prata 15.11.005,21.90,9.00
1511001,CABO MONTADO / OTICO,Cabo Optico Fibra Optica Audio e Video Digital  3m 15.11.001,28.90,15.00
7899726409111,CABO MONTADO / OTICO,Cabo Optico Fibra Optica Audio e Video Digital  5m 15.11.003,39.80,13.00
7895194176944,CABO MONTADO / OTICO,Cabo Optico Fibra Optica Audio e Video Digital  5m Prata 15.11.008,36.90,5.00
1511006,CABO MONTADO / OTICO,"Cabo Optico Fibra Optica Audio e Video Digital  7,5m 15.11.006",48.90,5.00
1511007,CABO MONTADO / OTICO,Cabo Optico Fibra Optica Audio e Video Digital 10m 15.11.007,59.50,3.00
7896418811160,CABO MONTADO / INFO,Cabo P/ Drive 3 Conectores 34pinos C5081 16.02.002,5.20,3.00
7899471807316,CABO MONTADO / P2,"Cabo P1 Stereo 4C Macho X 3 RCA Macho 1,5 m Dourado 15.13.004 :EA4",6.90,47.00
7895194175763,CABO MONTADO / P2,"Cabo P1 Stereo 4C Macho X 3 RCA Macho 1,8 m Dourado 15.13.014",10.90,8.00
7895194176166,CABO MONTADO / INFO REDE,"Cabo P1 Stereo Macho X P1 Stereo Macho Prateado 1,2m 15.13.001 ",5.90,8.00
1513022,CABO MONTADO / P2,Cabo P1 Stereo Macho X P2 Stereo Femea 15cm 15.13.022   CX133,2.90,1.00
1505003,CABO MONTADO / CANON,Cabo P10 Mono Macho X Canon Femea Microfone 10 m 15.05.003 ,22.90,3.00
7899726400545,CABO MONTADO / CANON,Cabo P10 Mono Macho x Canon Femea Microfone 5 m 15.05.001,19.80,8.00
1512005,CABO MONTADO / P10,Cabo P10 Mono Macho X P10 Mono Femea 2m 90 Graus 15.12.005,4.90,1.00
7895194187674,CABO MONTADO / P10,"Cabo P10 Mono Macho X P10 Mono Femea Extensão 1,5 m 15.12.004",6.90,13.00
7895194178276,CABO MONTADO / P10,Cabo P10 Mono Macho X P10 Mono Macho 30cm 90 Graus Preto 15.12.006,9.80,4.00
7895194177507,CABO MONTADO / P10,Cabo P10 Mono Macho X P10 Mono Macho 30cm 90 Graus Vermelho 15.12.007,9.80,9.00
1512008,CABO MONTADO / P10,Cabo P10 Mono Macho X P10 Mono Macho Guitarra 10m 15.12.008,32.90,4.00
7899471806852,CABO MONTADO / P10,Cabo P10 Mono Macho X P10 Mono Macho Guitarra 5m 15.12.009 ,26.90,1.00
7895194243486,CABO MONTADO / P10,Cabo P10 Mono Macho X P10 Mono Macho Guitarra 5m Proteção Pano 15.12.014,49.80,0.00
7895194143106,CABO MONTADO / P10,Cabo P10 Mono Macho X P10 Mono Macho Guitarra 5m sem Memoria 15.12.015,29.80,2.00
7895194227790,CABO MONTADO / CANON,Cabo P10 Mono Macho x Speakon 10m 15.05.006,46.90,3.00
7899471853870,CABO MONTADO / P10,"Cabo P10 Stereo Macho X 2 RCA Macho 1,8m Metal Profissional 15.12.001 :EA4",24.90,19.00
7895194186899,CABO MONTADO / P10,Cabo P10 Stereo Macho X 2 RCA Macho 5 m 15.12.018,9.80,0.00
7899471853887,CABO MONTADO / P10,"Cabo P10 Stereo Macho X P2 Stereo Macho Profissional 1,8m 15.12.011",19.90,0.00
1513020,CABO MONTADO / P2,Cabo P2 + P1 Stereo x 5 RCA Femea=Componente + Audio para TV Led Samsung 15.13.020,29.90,4.00
6908451241093,CABO MONTADO / INFO USB,Cabo P2 Stereo 4C Macho X 2 P2 Stereo 4C Femea Branco 16.09.074 LE109 CX149A,8.90,0.00
7895194171963,CABO MONTADO / P2,Cabo P2 Stereo 4C Macho X 2 RCA Femea 15cm 16.09.099,7.90,10.00
7895194171932,CABO MONTADO / P2,Cabo P2 Stereo 4C Macho X 3 RCA Femea 16cm AZ/VD/VM Prateado 15.13.009,9.80,15.00
1513008,CABO MONTADO / P2,Cabo P2 Stereo 4C Macho X 3 RCA Femea 16cm PT/AM/VM Prateado 15.13.008,11.40,0.00
1513030BR,CABO MONTADO / P2,"Cabo P2 Stereo 4C Macho X 3 RCA Macho 1,5m Receptor Digital 15.13.030BR  :EA2",7.90,50.00
7899471807668,CABO MONTADO / P2,"Cabo P2 Stereo 4C Macho X 3 RCA Macho 1,5m Uso em IPOD 15.13.031",7.90,8.00
7899726411572,CABO MONTADO / P2,"Cabo P2 Stereo 4C Macho X 3 RCA Macho 1,8 m 90 Graus Uso Diversos 15.13.016",9.80,5.00
1513002CZ,CABO MONTADO / 3 RCA,"Cabo P2 Stereo 4C Macho X 3 RCA Macho 1,8m Dourado Uso Diversos 15.13.002CZ",13.50,9.00
7895194176876,CABO MONTADO / 3 RCA,"Cabo P2 Stereo 4C Macho X 3 RCA Macho 1,8m Dourado Uso Diversos 15.13.002PT",16.30,10.00
7895194239236,CABO MONTADO / P2,Cabo P2 Stereo 4C Macho X 3 RCA Macho 1.8m 15.13.037,7.90,5.00
7895194246609,CABO MONTADO / P2,Cabo P2 Stereo 4C Macho X 3 RCA Macho 2m 15.13.036,7.90,5.00
7895194152887,CABO MONTADO / 3 RCA,Cabo P2 Stereo 4C Macho X 3 RCA Macho Video Componente 2m Ouro 15.13.003,14.90,23.00
7895194244148,CABO MONTADO / P2,Cabo P2 Stereo 4C Macho X P2 Stereo 4C Macho 1m 15.13.023,7.90,20.00
7895194244155,CABO MONTADO / P2,Cabo P2 Stereo 4C Macho X P2 Stereo Femea 15cm 15.13.028,7.90,20.00
7899471849392,CABO MONTADO / INFO USB,Cabo P2 Stereo 4C Macho X USB A Femea Prateado 16.09.044,7.90,0.00
7895194178757,CABO MONTADO / INFO USB,Cabo P2 Stereo 4C Macho X USB A Macho Dourado Branco 16.09.021BR,12.90,9.00
1609021PT,CABO MONTADO / INFO USB,Cabo P2 Stereo 4C Macho X USB A Macho Dourado Preto 16.09.021PT,11.60,0.00
1609043,CABO MONTADO / INFO USB,Cabo P2 Stereo 4C Macho X USB Mini Macho Dourado 16.09.043,8.90,5.00
1609042,CABO MONTADO / INFO USB,Cabo P2 Stereo 4C Macho X USB Mini Macho Niquelado 16.09.042,8.90,7.00
7895194227691,CABO MONTADO / INFO USB,Cabo P2 Stereo 4C Macho X USB V8 20cm 16.09.053,8.90,5.00
1513017,CABO MONTADO / P2,Cabo P2 Stereo Macho com Rabicho 15.13.017 CX 7,1.90,10.00
7895194179242,CABO MONTADO / P2,Cabo P2 Stereo Macho X 2 P2 Stereo Femea 30 cm 15.13.027 CX150,12.90,30.00
7895194171949,CABO MONTADO / P2,Cabo P2 Stereo Macho X 2 RCA Macho 15cm 15.13.035,4.90,10.00
7899726409142,CABO MONTADO / P2,Cabo P2 Stereo Macho X 2 RCA Macho 2m Dourado 15.13.013,5.90,36.00
7891766000211,CABO MONTADO / P2,"Cabo P2 Stereo Macho X 2 RCA Macho Azul 1,5m 15.13.032",6.90,0.00
7895194186936,CABO MONTADO / P2,Cabo P2 Stereo Macho X 2 RCA Macho Azul 3m 15.13.033  :EA5,19.90,94.00
7895194187216,CABO MONTADO / P2,Cabo P2 Stereo Macho X 2 RCA Macho Azul 5m 15.13.034  :EB5,28.90,100.00
7899726409128,CABO MONTADO / P2,"Cabo P2 Stereo Macho X 2 RCA Macho Prateado 1,8m 15.13.011 :EA5",4.00,40.00
7899471853825,CABO MONTADO / P2,"Cabo P2 Stereo Macho X 2 RCA Macho Profissional 1,8m 15.13.015  :EA4 ",11.20,134.00
7895194254017,CABO MONTADO / P2,Cabo P2 Stereo Macho X Fone e Microfone Preto 15.13.029,16.90,18.00
1513024,CABO MONTADO / P2,"Cabo P2 Stereo Macho X P1 Stereo Macho 0,70m 15.13.024",1.90,60.00
1513025,CABO MONTADO / P2,"Cabo P2 Stereo Macho X P1 Stereo Macho 1,5m Dourado 15.13.025",8.90,12.00
7899726411619,CABO MONTADO / P2,"Cabo P2 Stereo Macho X P2 Stereo Femea 1,8m 15.13.012 :EB4",6.90,153.00
15130121,CABO MONTADO / P2,Cabo P2 Stereo Macho X P2 Stereo Femea 10m 15.13.012.1,18.80,1.00
7895194249723,CABO MONTADO / P2,Cabo P2 Stereo Macho X P2 Stereo Femea 2m 15.13.005 :EC4,6.90,57.00
7895194181559,CABO MONTADO / P2,Cabo P2 Stereo Macho X P2 Stereo Femea 5 m 15.13.006 :EA4,12.90,25.00
7899471807422,CABO MONTADO / P2,"Cabo P2 Stereo Macho X P2 Stereo Macho 1,5m 15.13.007PT :EB5",4.60,156.00
1513007BR,CABO MONTADO / P2,"Cabo P2 Stereo Macho X P2 Stereo Macho 1,8m 15.13.007BR",4.20,18.00
2993500223308,CABO MONTADO / P2,Cabo P2 Stereo Macho X P2 Stereo Macho 2m Cores 15.13.007,9.80,1.00
7895194174735,CABO MONTADO / P2,Cabo P2 Stereo Macho X P2 Stereo Macho 3 m 15.13.019 ,9.40,28.00
1513018,CABO MONTADO / P2,Cabo P2 Stereo Macho X P2 Stereo Macho Retrátil 15.13.018   CX135,9.80,0.00
1509001GE,CABO MONTADO / FORCA,Cabo Para Ferro de Passar GE 15.09.001GE  :EC4,9.80,30.00
1003012BR,FIOS E CABOS / PARALELO,Cabo para Home Theater 1mm2 Branco 10.03.012BR :HD3,7.50,174.00
1608001,CABO MONTADO / OUTROS,Cabo para Placa de Rede PCMCIA 16.08.001,42.90,2.00
7895194170171,CABO MONTADO / 3 RCA,Cabo para Playstation Audio e Video PS1 e PS2 15.03.005,12.90,7.00
1509005ANT,CABO MONTADO / FORCA,"Cabo Philips CCE 0,4m ANTIGO 15.09.005ANT",3.20,33.00
1509006,CABO MONTADO / FORCA,"Cabo Philips CCE 1,5m Multcabo 1a Linha 15.09.006 :EB2",5.90,202.00
1514014,CABO MONTADO / P4,"Cabo Plug Acendedor X P4 2,1mm 15.14.014",9.80,20.00
7899726411596,CABO MONTADO / P4,"Cabo Plug Acendedor X P4 2,1mm espiral 15.14.015 :EA5",11.20,82.00
7899726411602,CABO MONTADO / P4,"Cabo Plug Acendedor X P4 2,5mm 15.14.013  :EA5",11.20,15.00
1005023,FIOS E CABOS / REDONDO,"Cabo PP Plano 2 x 0,50 mm2 10.05.023",2.70,272.40
1005024,FIOS E CABOS / REDONDO,"Cabo PP Plano 2 x 0,75 mm2 10.05.024",3.20,100.30
1005025,FIOS E CABOS / REDONDO,"Cabo PP Plano 2 x 1,00 mm2 10.05.025",3.90,252.70
1005026,FIOS E CABOS / REDONDO,"Cabo PP Plano 3 x 0,50 mm2 10.05.026",3.20,50.60
1005027,FIOS E CABOS / REDONDO,"Cabo PP Plano 3 x 0,75 mm2 10.05.027",3.90,68.00
1005028,FIOS E CABOS / REDONDO,"Cabo PP Plano 3 x 1,00 mm2 10.05.028",4.60,84.50
1005008BR,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 0,20 mm2 Branco 10.05.008BR",1.40,53.20
1005008PT,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 0,20 mm2 Preto 10.05.008PT",1.40,253.00
1005007,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 0,30 mm2 10.05.007",1.80,35.18
1005006,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 0,50 mm2 10.05.006",1.40,500.00
1005021CR,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 0,50 mm2 Cristal 10.05.021CR",2.70,229.20
1005005,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 0,75 mm2 10.05.005",1.60,506.65
1005019BR,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 0,75 mm2 Branco Especial 10.05.019BR",2.90,174.25
1005004,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 1,00 mm2 10.05.004",2.10,345.42
1005003,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 1,50 mm2 10.05.003",3.10,273.05
1005002,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 2,50 mm2 10.05.002",5.50,246.30
1005001,FIOS E CABOS / REDONDO,"Cabo PP Redondo 2 x 4,00 mm2 10.05.001",6.90,199.20
1005020,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 0,13 / 0,14 mm2 10.05.020",1.20,43.12
1005015,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 0,20 mm2 10.05.015",2.10,190.00
1005014,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 0,30 mm2 10.05.014",3.10,80.24
1005013,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 0,50 mm2 10.05.013",1.90,0.00
1005030,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 0,50 mm2 Cinza Especial 10.05.030",2.50,144.50
1005012,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 0,75 mm2 10.05.012",2.20,470.80
1005011,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 1,00 mm2 10.05.011",2.80,234.10
1005010,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 1,50 mm2 10.05.010",4.00,223.10
1005009,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 2,50 mm2 10.05.009",6.40,100.00
1005022,FIOS E CABOS / REDONDO,"Cabo PP Redondo 3 x 4,00 mm2 10.05.022",9.80,121.40
1005016,FIOS E CABOS / REDONDO,"Cabo PP Redondo 4 x 0,13 / 0,14 mm2 10.05.016",1.70,92.49
1005029,FIOS E CABOS / REDONDO,"Cabo PP Redondo 4 x 1,00 mm2 10.05.029",3.50,100.00
1005031,FIOS E CABOS / REDONDO,"Cabo PP Redondo 4 x 1,50 mm2 10.05.031",4.90,53.50
1005017,FIOS E CABOS / REDONDO,"Cabo PP Redondo 6 x 0,20 mm2 10.05.017",2.00,0.00
1005018,FIOS E CABOS / REDONDO,"Cabo PP Redondo 9 x 0,14 mm2 10.05.018",2.00,0.00
1609060,CABO MONTADO / INFO USB,"Cabo PS2 Macho X PS2 Femea Extensão  1,8m 16.09.060",13.20,3.00
1609061,CABO MONTADO / INFO USB,Cabo PS2 Macho X PS2 Femea Extensão  3m 16.09.061,14.90,14.00
1609062,CABO MONTADO / INFO USB,Cabo PS2 Macho X PS2 Femea Extensão  5m 16.09.062 ,24.60,2.00
1609063,CABO MONTADO / INFO USB,Cabo PS2 Macho X PS2 Femea Extensão 10m 16.09.063,39.80,0.00
1609064,CABO MONTADO / INFO USB,Cabo PS2 Macho X PS2 Femea Extensão 15m 16.09.064 ,52.30,0.00
1609065,CABO MONTADO / INFO USB,Cabo PS2 Macho X PS2 Femea Extensão 20m 16.09.065 :FB3,78.70,10.00
7895194175527,CABO MONTADO / 2 RCA,"Cabo RCA Femea X 2 RCA Macho Dourado ""Y"" 20cm 15.02.014AZ",7.90,20.00
1502014PT,CABO MONTADO / 2 RCA,"Cabo RCA Femea X 2 RCA Macho Dourado ""Y"" 20cm 15.02.014PT",4.70,29.00
7895194185977,CABO MONTADO / 2 RCA,"Cabo RCA Macho X 2 RCA Femea Dourado ""Y"" 20cm 15.02.013AZ",4.70,35.00
1502013PT,CABO MONTADO / 2 RCA,"Cabo RCA Macho X 2 RCA Femea Dourado ""Y"" 20cm 15.02.013PT",4.70,24.00
1502002,CABO MONTADO / 2 RCA,"Cabo RCA Macho X 2 RCA Macho Dourado 1,8m 15.02.002",2.95,41.00
7895194182822,CABO MONTADO / 2 RCA,"Cabo RCA Macho X 2 RCA Macho Prateado 1,5m 15.02.001",4.70,22.00
7895194180842,CABO MONTADO / 1 RCA,"Cabo RCA Macho X RCA macho 1,2m 15.01.001",4.80,10.00
1501003,CABO MONTADO / 1 RCA,"Cabo RCA Macho X RCA macho 1,8m 15.01.003 ",3.50,9.00
1610008,CABO MONTADO / INFO REDE,"Cabo Rede Retratil 1,2m 16.10.008",6.90,2.00
1514041,CABO MONTADO / P4,Cabo RF para TV LED 15.14.041,9.90,2.00
bn39-01154l,CABO MONTADO / INFO USB,Cabo RJ45 Femea X Conector TV Samsung 16.10.002,24.90,1.00
1610004,CABO MONTADO / INFO REDE,"Cabo RJ45 Path Cord CAT5 1,8m Pro 16.10.004 ",7.80,1.00
1509003,CABO MONTADO / FORCA,Cabo Sanyo 1.5m Multcabo 1a Linha 15.09.003 :EB3,5.90,49.00
7895194227738,CABO MONTADO / CANON,Cabo Speakon 10 m 15.05.002,48.90,3.00
7895194227769,CABO MONTADO / CANON,Cabo Speakon 15 m 15.05.004,52.90,3.00
7899299016419,CABO MONTADO,Cabo Telefone  2 m Bege 15.17.006BG,3.90,1.00
7899726403980,CABO MONTADO,Cabo Telefone  2 m Cinza 15.17.006CZ  ,3.90,0.00
7899726403942,CABO MONTADO,Cabo Telefone  2 m Preto 15.17.006PT  ,3.90,-1.00
7899299016402,CABO MONTADO,Cabo Telefone  5 m Bege 15.17.003BG  ,7.40,7.00
